City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Albany,42.6001,-73.9662,40.8,49,0,9.04,US,2021-12-13 00:22:36
1,Mount Isa,-20.7333,139.5,98.37,9,7,6.91,AU,2021-12-13 00:25:42
2,Pisco,-13.7,-76.2167,66.25,88,20,14.97,PE,2021-12-13 00:27:17
3,Bluff,-46.6,168.3333,65.8,71,20,9.26,NZ,2021-12-13 00:27:17
4,Rikitea,-23.1203,-134.9692,77.81,75,88,7.85,PF,2021-12-13 00:27:18
5,Mataura,-46.1927,168.8643,65.48,36,54,3.74,NZ,2021-12-13 00:27:18
6,Daloa,6.8774,-6.4502,73.98,78,7,3.09,CI,2021-12-13 00:27:18
7,Manakara,-22.1333,48.0167,73.42,84,37,2.28,MG,2021-12-13 00:27:18
8,Saskylakh,71.9167,114.0833,-44.7,100,71,3.49,RU,2021-12-13 00:27:19
9,Chongwe,-15.3292,28.682,71.11,40,70,3.62,ZM,2021-12-13 00:27:19
10,Mitu,1.1983,-70.1733,75.43,89,85,2.53,CO,2021-12-13 00:27:19
11,Cherskiy,68.75,161.3,-42.83,100,53,1.72,RU,2021-12-13 00:27:20
12,Juba,4.8517,31.5825,76.17,32,82,0.98,SS,2021-12-13 00:25:10
13,Bukavu,-2.5083,28.8608,61.3,91,100,1.19,CD,2021-12-13 00:27:20
14,Mazatlan,23.2167,-106.4167,75.9,83,20,1.01,MX,2021-12-13 00:25:17
15,Lasa,46.6166,10.7002,40.08,93,66,6.76,IT,2021-12-13 00:23:56
16,Rong Kwang,18.339,100.3174,60.28,76,3,2.98,TH,2021-12-13 00:27:20
17,Lumsden,50.6501,-104.8678,33.08,82,56,10.2,CA,2021-12-13 00:27:20
18,Christchurch,-43.5333,172.6333,65.48,72,90,7.0,NZ,2021-12-13 00:27:21
19,Upernavik,72.7868,-56.1549,6.13,92,100,11.07,GL,2021-12-13 00:27:21
20,Puerto Ayora,-0.7393,-90.3518,68.56,96,99,4.0,EC,2021-12-13 00:27:21
21,Marinette,45.1,-87.6307,37.89,64,1,10.36,US,2021-12-13 00:27:22
22,Nemuro,43.3236,145.575,32.43,62,17,31.9,JP,2021-12-13 00:27:22
23,Georgetown,5.4112,100.3354,76.95,83,20,2.3,MY,2021-12-13 00:27:22
24,Qaanaaq,77.484,-69.3632,-3.91,72,76,4.79,GL,2021-12-13 00:27:22
25,Egvekinot,66.3167,-179.1667,-22.83,80,1,6.58,RU,2021-12-13 00:27:23
26,Maragogi,-9.0122,-35.2225,78.85,80,27,11.14,BR,2021-12-13 00:23:03
27,Cape Town,-33.9258,18.4232,65.08,81,0,1.99,ZA,2021-12-13 00:25:33
28,Ushuaia,-54.8,-68.3,42.46,61,75,25.32,AR,2021-12-13 00:22:42
29,Lebu,-37.6167,-73.65,54.57,73,6,8.48,CL,2021-12-13 00:27:23
30,Tahoua,14.8888,5.2692,71.58,16,0,6.91,NE,2021-12-13 00:27:23
31,Fortuna,40.5982,-124.1573,52.14,87,90,7.0,US,2021-12-13 00:27:24
32,Kruisfontein,-34.0033,24.7314,68.88,96,100,7.11,ZA,2021-12-13 00:27:24
33,Bathsheba,13.2167,-59.5167,81.21,78,40,19.57,BB,2021-12-13 00:27:24
34,Nanortalik,60.1432,-45.2371,21.85,77,39,8.99,GL,2021-12-13 00:27:24
35,Mayumba,-3.432,10.6554,76.39,90,93,1.32,GA,2021-12-13 00:27:25
36,Beringovskiy,63.05,179.3167,-15.45,99,100,13.96,RU,2021-12-13 00:22:30
37,Tasiilaq,65.6145,-37.6368,35.76,81,100,12.41,GL,2021-12-13 00:27:25
38,Busselton,-33.65,115.3333,61.05,52,100,7.52,AU,2021-12-13 00:27:25
39,Khasan,42.4308,130.6434,20.89,46,0,15.95,RU,2021-12-13 00:27:26
40,Bredasdorp,-34.5322,20.0403,61.92,88,100,3.44,ZA,2021-12-13 00:27:26
41,Manjacaze,-24.7117,33.8828,77.9,79,100,3.85,MZ,2021-12-13 00:27:26
42,Vaini,-21.2,-175.2,86.16,79,20,11.5,TO,2021-12-13 00:27:26
43,Mahebourg,-20.4081,57.7,73.69,88,75,4.61,MU,2021-12-13 00:27:27
44,Iqaluit,63.7506,-68.5145,4.73,65,40,5.01,CA,2021-12-13 00:27:27
45,Hermanus,-34.4187,19.2345,62.91,88,68,6.4,ZA,2021-12-13 00:27:27
46,Thompson,55.7435,-97.8558,3.36,85,90,0.0,CA,2021-12-13 00:26:32
47,Tiarei,-17.5333,-149.3333,86.02,74,64,10.27,PF,2021-12-13 00:28:27
48,Tiksi,71.6872,128.8694,-18.42,100,100,2.89,RU,2021-12-13 00:28:28
49,Longyearbyen,78.2186,15.6401,31.84,80,75,19.57,SJ,2021-12-13 00:28:28
50,Poum,-20.2333,164.0167,77.76,91,100,14.09,NC,2021-12-13 00:28:28
51,Tsuruoka,38.7217,139.8217,35.64,87,75,27.63,JP,2021-12-13 00:28:29
52,Port Elizabeth,-33.918,25.5701,71.1,88,90,6.91,ZA,2021-12-13 00:24:54
53,Airai,-8.9266,125.4092,70.45,69,98,0.6,TL,2021-12-13 00:28:29
54,Barrow,71.2906,-156.7887,-12.98,70,1,12.66,US,2021-12-13 00:28:29
55,Zaysan,47.4667,84.8667,11.77,91,100,1.36,KZ,2021-12-13 00:28:29
56,Arraial Do Cabo,-22.9661,-42.0278,75.29,95,89,14.74,BR,2021-12-13 00:28:30
57,Khasanya,43.4336,43.5754,30.09,93,90,2.24,RU,2021-12-13 00:28:30
58,Alice Springs,-23.7,133.8833,85.55,35,35,8.05,AU,2021-12-13 00:28:30
59,Tshikapa,-6.4167,20.8,71.78,97,100,1.83,CD,2021-12-13 00:28:30
60,Victoria,22.2855,114.1577,65.32,71,52,1.01,HK,2021-12-13 00:24:12
61,Nikolskoye,59.7035,30.7861,24.69,99,100,2.44,RU,2021-12-13 00:28:31
62,Souillac,-20.5167,57.5167,73.78,88,75,4.61,MU,2021-12-13 00:28:31
63,Takoradi,4.8845,-1.7554,80.11,84,81,6.71,GH,2021-12-13 00:28:31
64,Kutum,14.2,24.6667,64.65,34,45,5.66,SD,2021-12-13 00:28:32
65,Athabasca,54.7169,-113.2854,19.22,93,85,2.95,CA,2021-12-13 00:28:32
66,Severo-Kurilsk,50.6789,156.125,33.76,85,77,10.76,RU,2021-12-13 00:23:59
67,Fukue,32.6881,128.8419,44.96,61,75,9.22,JP,2021-12-13 00:28:32
68,Laguna,38.421,-121.4238,52.93,90,90,3.0,US,2021-12-13 00:28:32
69,Port Alfred,-33.5906,26.891,71.58,95,100,11.59,ZA,2021-12-13 00:28:33
70,Hilo,19.7297,-155.09,82.27,54,75,5.75,US,2021-12-13 00:28:33
71,Hofn,64.2539,-15.2082,38.52,92,100,0.34,IS,2021-12-13 00:28:33
72,Hithadhoo,-0.6,73.0833,80.87,79,99,11.01,MV,2021-12-13 00:28:33
73,Lavrentiya,65.5833,-171.0,-14.62,88,18,2.93,RU,2021-12-13 00:28:34
74,Makakilo City,21.3469,-158.0858,82.72,53,1,12.66,US,2021-12-13 00:28:34
75,Dikson,73.5069,80.5464,-16.87,96,95,15.77,RU,2021-12-13 00:28:34
76,Songjianghe,42.1859,127.479,6.58,71,3,6.8,CN,2021-12-13 00:28:35
77,Mecca,21.4267,39.8261,71.42,57,40,3.76,SA,2021-12-13 00:27:17
78,Monywa,22.1167,95.1333,62.96,71,1,6.29,MM,2021-12-13 00:28:35
79,Dunedin,-45.8742,170.5036,61.81,69,69,4.0,NZ,2021-12-13 00:26:19
80,Zavoronezhskoye,52.8801,40.5526,23.45,73,85,11.01,RU,2021-12-13 00:28:35
81,Naze,28.3667,129.4833,59.92,70,84,17.69,JP,2021-12-13 00:28:35
82,Zhashkiv,49.2454,30.1102,39.25,81,100,9.64,UA,2021-12-13 00:28:36
83,Punta Arenas,-53.15,-70.9167,46.51,49,75,23.02,CL,2021-12-13 00:28:36
84,Itaituba,-4.2761,-55.9836,77.16,100,90,0.0,BR,2021-12-13 00:28:36
85,Alofi,-19.0595,-169.9187,80.49,74,6,2.3,NU,2021-12-13 00:28:36
86,Kvarkeno,52.0833,59.725,4.57,89,5,4.03,RU,2021-12-13 00:28:37
87,Esperance,-33.8667,121.9,62.44,50,69,4.14,AU,2021-12-13 00:26:25
88,Cartagena Del Chaira,1.3349,-74.8429,77.31,68,51,3.13,CO,2021-12-13 00:28:37
89,Mar Del Plata,-38.0023,-57.5575,66.22,84,0,11.01,AR,2021-12-13 00:26:23
90,Kapaa,22.0752,-159.319,80.92,71,20,4.0,US,2021-12-13 00:28:37
91,Guerrero Negro,27.9769,-114.0611,64.6,53,50,9.48,MX,2021-12-13 00:28:38
92,Barsovo,61.1667,73.1667,8.73,97,98,4.41,RU,2021-12-13 00:28:38
93,Kaili,-3.4626,120.2147,73.83,83,100,0.74,ID,2021-12-13 00:29:38
94,Byron Bay,-28.65,153.6167,77.88,73,90,11.74,AU,2021-12-13 00:29:39
95,Atuona,-9.8,-139.0333,79.14,79,25,18.5,PF,2021-12-13 00:29:39
96,Genhe,50.7833,121.5167,2.46,98,100,3.2,CN,2021-12-13 00:29:39
97,Jamestown,42.097,-79.2353,40.59,53,1,7.0,US,2021-12-13 00:29:39
98,Cidreira,-30.1811,-50.2056,71.51,89,1,13.98,BR,2021-12-13 00:29:40
99,Ojinaga,29.5667,-104.4167,63.55,31,1,4.61,MX,2021-12-13 00:29:40
100,Mandalgovi,45.7625,106.2708,11.19,47,0,13.04,MN,2021-12-13 00:29:40
101,Kamenka,51.3223,42.7678,18.75,64,63,11.63,RU,2021-12-13 00:29:40
102,Torbay,47.6666,-52.7314,42.58,94,90,28.77,CA,2021-12-13 00:29:41
103,Te Anau,-45.4167,167.7167,65.84,54,57,3.47,NZ,2021-12-13 00:29:41
104,Pevek,69.7008,170.3133,-32.73,96,12,2.59,RU,2021-12-13 00:29:41
105,High Level,58.5169,-117.136,-0.29,78,75,2.3,CA,2021-12-13 00:29:42
106,Bundi,25.4417,75.6417,55.33,55,20,2.91,IN,2021-12-13 00:29:42
107,Ellensburg,46.9965,-120.5479,39.97,72,20,1.01,US,2021-12-13 00:25:35
108,Tarakan,3.3,117.6333,81.9,83,20,5.75,ID,2021-12-13 00:28:03
109,New Norfolk,-42.7826,147.0587,68.92,43,9,1.99,AU,2021-12-13 00:29:42
110,Yellowknife,62.456,-114.3525,8.42,92,90,6.91,CA,2021-12-13 00:29:42
111,Bambous Virieux,-20.3428,57.7575,73.65,88,75,4.61,MU,2021-12-13 00:29:43
112,Labuhan,-6.8844,112.2051,80.6,81,89,10.16,ID,2021-12-13 00:29:43
113,Normandin,48.8333,-72.5321,32.31,74,91,4.61,CA,2021-12-13 00:29:43
114,Chokurdakh,70.6333,147.9167,-37.97,97,99,1.83,RU,2021-12-13 00:29:44
115,Boende,-0.2167,20.8667,71.85,95,77,2.68,CD,2021-12-13 00:29:44
116,Leningradskiy,69.3833,178.4167,-31.14,90,6,3.94,RU,2021-12-13 00:29:15
117,Kaitangata,-46.2817,169.8464,61.93,68,55,6.49,NZ,2021-12-13 00:29:44
118,Surt,31.2089,16.5887,60.3,49,75,13.22,LY,2021-12-13 00:29:45
119,Batagay-Alyta,67.8006,130.4114,-34.1,99,94,4.45,RU,2021-12-13 00:29:45
120,Plettenberg Bay,-34.0527,23.3716,65.5,93,94,1.54,ZA,2021-12-13 00:29:45
121,Lagoa,39.05,-27.9833,57.52,54,100,20.87,PT,2021-12-13 00:29:45
122,Atar,20.5169,-13.0499,69.82,17,78,8.32,MR,2021-12-13 00:29:46
123,Damghan,36.1683,54.348,38.41,65,0,4.92,IR,2021-12-13 00:29:46
124,Krasnoturansk,54.3186,91.5639,13.96,96,94,2.44,RU,2021-12-13 00:29:46
125,Avarua,-21.2078,-159.775,73.45,94,90,3.44,CK,2021-12-13 00:29:46
126,Sardarshahr,28.4333,74.4833,56.62,40,21,7.11,IN,2021-12-13 00:29:47
127,Carnarvon,-24.8667,113.6333,73.47,64,2,19.57,AU,2021-12-13 00:29:47
128,Sibolga,1.7427,98.7792,75.99,91,100,1.36,ID,2021-12-13 00:29:47
129,Touros,-5.1989,-35.4608,81.5,77,8,15.52,BR,2021-12-13 00:29:48
130,Progreso,21.2833,-89.6667,80.11,79,26,14.43,MX,2021-12-13 00:29:48
131,Great Falls,47.5002,-111.3008,40.93,65,90,4.0,US,2021-12-13 00:26:57
132,Golynki,54.8696,31.3861,32.72,99,100,6.58,RU,2021-12-13 00:29:48
133,Jaragua,-15.7569,-49.3344,75.42,94,100,2.86,BR,2021-12-13 00:29:48
134,Kailua,21.4022,-157.7394,84.18,69,20,9.22,US,2021-12-13 00:29:49
135,Sillanwali,31.8261,72.5398,52.3,26,0,4.74,PK,2021-12-13 00:29:49
136,Chuy,-33.6971,-53.4616,68.4,76,8,12.64,UY,2021-12-13 00:29:49
137,Mangai,-4.05,19.5333,70.41,94,100,0.89,CD,2021-12-13 00:29:49
138,Raduzhnyy,62.0961,77.475,-16.96,99,23,4.41,RU,2021-12-13 00:30:50
139,Pangnirtung,66.1451,-65.7125,-4.99,70,63,7.56,CA,2021-12-13 00:30:50
140,Saint-Augustin,51.226,-58.6502,27.23,63,96,26.22,CA,2021-12-13 00:30:51
141,Santa Fe,-31.6333,-60.7,74.68,73,100,9.01,AR,2021-12-13 00:30:51
142,Mandurah,-32.55,115.7,70.14,41,100,4.76,AU,2021-12-13 00:30:51
143,Aragats,40.4889,44.3528,11.77,36,0,3.98,AM,2021-12-13 00:30:51
144,Cabo San Lucas,22.8909,-109.9124,74.52,73,40,4.61,MX,2021-12-13 00:30:45
145,Hobart,-42.8794,147.3294,69.26,53,20,1.99,AU,2021-12-13 00:30:02
146,Kahului,20.8947,-156.47,80.96,72,20,21.85,US,2021-12-13 00:26:16
147,Atikokan,48.7555,-91.6216,30.58,92,100,5.59,CA,2021-12-13 00:30:52
148,Cervo,43.6702,-7.4101,47.52,81,19,4.99,ES,2021-12-13 00:30:52
149,Shubarkuduk,49.1447,56.4872,16.45,68,0,10.04,KZ,2021-12-13 00:30:52
150,Houma,29.5958,-90.7195,56.98,74,1,5.75,US,2021-12-13 00:29:46
151,Batangafo,7.3008,18.2833,76.98,32,100,4.12,CF,2021-12-13 00:30:53
152,Tuktoyaktuk,69.4541,-133.0374,-5.8,77,90,19.57,CA,2021-12-13 00:30:53
153,Santa Maria Del Oro,25.9333,-105.3667,62.73,35,80,10.49,MX,2021-12-13 00:30:53
154,Vila Velha,-20.3297,-40.2925,78.75,86,20,11.99,BR,2021-12-13 00:30:54
155,Sitka,57.0531,-135.33,35.49,64,75,0.0,US,2021-12-13 00:30:54
156,Copiapo,-27.3667,-70.3333,58.69,61,0,3.98,CL,2021-12-13 00:30:54
157,Sabang,5.8933,95.3214,82.04,72,33,19.04,ID,2021-12-13 00:30:54
158,Vardo,70.3705,31.1107,29.46,82,56,26.24,NO,2021-12-13 00:30:55
159,Tierranueva,21.6833,-100.5667,57.67,63,8,6.51,MX,2021-12-13 00:30:55
160,Quipapa,-8.8278,-36.0117,71.56,90,89,8.57,BR,2021-12-13 00:30:55
161,Kirakira,-10.4544,161.9205,83.98,82,100,14.52,SB,2021-12-13 00:30:55
162,Morros,-9.4467,-46.3003,74.3,86,72,1.66,BR,2021-12-13 00:30:56
163,Bandarbeyla,9.4942,50.8122,75.9,78,10,20.4,SO,2021-12-13 00:30:56
164,East London,-33.0153,27.9116,71.96,95,100,17.27,ZA,2021-12-13 00:30:56
165,Gat,31.61,34.7642,70.92,32,100,5.46,IL,2021-12-13 00:30:57
166,Inyonga,-6.7167,32.0667,64.06,97,99,5.37,TZ,2021-12-13 00:30:57
167,Mana,5.6592,-53.7767,76.75,91,100,8.37,GF,2021-12-13 00:30:57
168,Aksum,14.1245,38.7244,49.17,67,0,3.65,ET,2021-12-13 00:30:58
169,Geraldton,-28.7667,114.6,72.12,49,0,6.91,AU,2021-12-13 00:30:58
170,Richards Bay,-28.783,32.0377,75.09,72,100,6.93,ZA,2021-12-13 00:30:58
171,Ancud,-41.8697,-73.8203,53.42,79,100,6.71,CL,2021-12-13 00:30:58
172,Beloha,-25.1667,45.05,72.66,73,8,9.84,MG,2021-12-13 00:30:59
173,Marshall,34.3834,-86.3333,44.35,74,1,3.44,US,2021-12-13 00:30:59
174,Ponta Do Sol,32.6667,-17.1,64.13,78,26,1.05,PT,2021-12-13 00:30:59
175,Ekibastuz,51.6667,75.3667,3.54,93,64,8.95,KZ,2021-12-13 00:31:00
176,Camopi,3.1655,-52.3158,72.19,100,100,1.72,GF,2021-12-13 00:31:00
177,Bengkulu,-3.8004,102.2655,78.73,78,79,2.8,ID,2021-12-13 00:31:00
178,Krabi,8.0726,98.9105,75.31,94,0,4.61,TH,2021-12-13 00:31:00
179,Palu,-0.8917,119.8707,86.72,64,85,1.83,ID,2021-12-13 00:31:01
180,Ahipara,-35.1667,173.1667,69.58,94,100,8.55,NZ,2021-12-13 00:31:02
181,San Quintin,30.4833,-115.95,58.01,72,0,7.07,MX,2021-12-13 00:31:02
182,Bonga,7.2833,36.2333,56.23,53,100,1.95,ET,2021-12-13 00:31:02
183,West Plains,36.7281,-91.8524,45.43,48,1,1.01,US,2021-12-13 00:31:03
184,Puerto Del Rosario,28.5004,-13.8627,62.35,88,0,5.75,ES,2021-12-13 00:31:03
185,Salinopolis,-0.6136,-47.3561,81.39,79,24,12.28,BR,2021-12-13 00:31:03
186,Hay River,60.8156,-115.7999,-4.02,77,75,6.91,CA,2021-12-13 00:30:22
187,Grand Gaube,-20.0064,57.6608,73.8,75,6,3.0,MU,2021-12-13 00:32:03
188,Constitucion,-35.3333,-72.4167,53.2,77,0,15.46,CL,2021-12-13 00:32:04
189,Asmara,15.3333,38.9333,49.19,75,1,2.04,ER,2021-12-13 00:32:04
190,Pontes E Lacerda,-15.2261,-59.3353,73.17,97,100,5.44,BR,2021-12-13 00:32:04
191,Miass,55.045,60.1083,9.64,86,32,4.45,RU,2021-12-13 00:32:05
192,Tocopilla,-22.092,-70.1979,65.61,76,8,3.24,CL,2021-12-13 00:31:53
193,Yar-Sale,66.8333,70.8333,-17.79,100,73,3.42,RU,2021-12-13 00:32:05
194,Necochea,-38.5473,-58.7368,59.04,70,15,4.74,AR,2021-12-13 00:30:05
195,Codrington,-38.2667,141.9667,81.82,31,100,17.67,AU,2021-12-13 00:32:05
